Group,Code,Name,Year,Antigen,Antigen_description,Coverage_category,Coverage_category_description,Target_number,Dodge,Coverage
Countries,EGY,Egypt,2012,IPV1,Inactivated Polio 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,17929487.0,12114614,67.57
Countries,EGY,Egypt,2012,HPV,Human Papillomavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,17529964.0,9950058,56.76
Countries,EGY,Egypt,2013,MCV1,Measles 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,17503016.0,11779919,67.3
Countries,EGY,Egypt,2013,MCV2,Measles 2nd Dose,ADMINISTRATIVE,Administrative reports from health facilities,17912493.0,11263476,62.88
Countries,EGY,Egypt,2013,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,18392050.0,11973075,65.1
Countries,EGY,Egypt,2013,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,17751108.0,10641779,59.95
Countries,EGY,Egypt,2013,BCG,Bacillus Calmette-Guérin (Tuberculosis),ADMINISTRATIVE,Administrative reports from health facilities,17551684.0,12509760,71.27
Countries,EGY,Egypt,2013,HEPB3,Hepatitis B 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,17891639.0,12150288,67.91
Countries,EGY,Egypt,2013,POL3,Polio 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,17507591.0,11998860,68.54
Countries,EGY,Egypt,2013,ROTA,Rotavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,17359376.0,11152991,64.25
Countries,EGY,Egypt,2013,IPV1,Inactivated Polio 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,18014439.0,12822713,71.18
Countries,EGY,Egypt,2013,HPV,Human Papillomavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,18058800.0,11034932,61.11
Countries,EGY,Egypt,2014,MCV1,Measles 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,18153248.0,13390178,73.8%
Countries,EGY,Egypt,2014,MCV2,Measles 2nd Dose,OFFICIAL,Official WHO/UNICEF estimate,18163308.0,11278175,62.09
Countries,EGY,Egypt,2014,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,17004238.0,11987215,70.5
Countries,EGY,Egypt,2014,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,17192651.0,10507672,61.12
Countries,EGY,Egypt,2014,BCG,Bacillus Calmette-Guérin (Tuberculosis),OFFICIAL,Official WHO/UNICEF estimate,17100322.0,12478451,72.97
Countries,EGY,Egypt,2014,HEPB3,Hepatitis B 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,18187251.0,13202837,72.59
Countries,EGY,Egypt,2014,POL3,Polio 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,17572308.0,12199802,69.4%
Countries,EGY,Egypt,2014,ROTA,Rotavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,17096158.0,10593795,61.97
Countries,EGY,Egypt,2014,IPV1,Inactivated Polio 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,18101372.0,11994726,66.26
Countries,EGY,Egypt,2014,HPV,Human Papillomavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,18034141.0,10641568,59.01
Countries,EGY,Egypt,2015,MCV1,Measles 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,18267755.0,14053676,76.9%
Countries,EGY,Egypt,2015,MCV2,Measles 2nd Dose,ADMINISTRATIVE,Administrative reports from health facilities,17772561.0,9636525,54.22
Countries,EGY,Egypt,2015,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,18548222.0,14223260,76.68
Countries,EGY,Egypt,2015,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,18135968.0,11792705,65.0%
Countries,EGY,Egypt,2015,BCG,Bacillus Calmette-Guérin (Tuberculosis),ADMINISTRATIVE,Administrative reports from health facilities,18133272.0,14404487,79.44
Countries,EGY,Egypt,2015,HEPB3,Hepatitis B 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,18261511.0,11608789,63.6%
Countries,EGY,Egypt,2015,POL3,Polio 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,18669360.0,13658520,73.16
Countries,EGY,Egypt,2015,ROTA,Rotavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,17636855.0,11811391,66.97
Countries,EGY,Egypt,2015,IPV1,Inactivated Polio 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,18177568.0,13083355,71.98
Countries,EGY,Egypt,2015,HPV,Human Papillomavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,18475091.0,11478786,62.13
Countries,EGY,Egypt,2016,MCV1,Measles 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,18382429.0,14478058,78.76
Countries,EGY,Egypt,2016,MCV2,Measles 2nd Dose,OFFICIAL,Official WHO/UNICEF estimate,18465730.0,11113766,60.19
Countries,EGY,Egypt,2016,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,18304020.0,13109187,71.62
Countries,EGY,Egypt,2016,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,17658036.0,10891699,61.68
Countries,EGY,Egypt,2016,BCG,Bacillus Calmette-Guérin (Tuberculosis),OFFICIAL,Official WHO/UNICEF estimate,18007326.0,13914701,77.27
Countries,EGY,Egypt,2016,HEPB3,Hepatitis B 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,17876914.0,12725497,71.18
Countries,EGY,Egypt,2016,POL3,Polio 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,18782035.0,13673031,72.8
Countries,EGY,Egypt,2016,ROTA,Rotavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,17795633.0,11069974,62.21
Countries,EGY,Egypt,2016,IPV1,Inactivated Polio 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,17741250.0,11788045,66.44
Countries,EGY,Egypt,2016,HPV,Human Papillomavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,18336173.0,11194373,61.05
Countries,EGY,Egypt,2017,MCV1,Measles 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,18468839.0,14593458,79.02
Countries,EGY,Egypt,2017,MCV2,Measles 2nd Dose,ADMINISTRATIVE,Administrative reports from health facilities,18353714.0,11911958,64.9
Countries,EGY,Egypt,2017,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,18056215.0,13458760,74.54
Countries,EGY,Egypt,2017,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,18064042.0,11195603,61.98
Countries,EGY,Egypt,2017,BCG,Bacillus Calmette-Guérin (Tuberculosis),ADMINISTRATIVE,Administrative reports from health facilities,18069188.0,14061296,77.82
Countries,EGY,Egypt,2017,HEPB3,Hepatitis B 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,18746639.0,12915127,68.89
Countries,EGY,Egypt,2017,POL3,Polio 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,18770670.0,14027405,74.73
Countries,EGY,Egypt,2017,ROTA,Rotavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,18188332.0,12807155,70.41
Countries,EGY,Egypt,2017,IPV1,Inactivated Polio 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,18075837.0,13078394,72.35
Countries,EGY,Egypt,2017,HPV,Human Papillomavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,18158583.0,11839143,65.2
Countries,EGY,Egypt,2018,MCV1,Measles 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,18812561.0,14416811,76.63
Countries,EGY,Egypt,2018,MCV2,Measles 2nd Dose,OFFICIAL,Official WHO/UNICEF estimate,18344049.0,10460913,57.03
Countries,EGY,Egypt,2018,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,18750067.0,14755504,78.7
Countries,EGY,Egypt,2018,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,18469978.0,11975365,64.84
Countries,EGY,Egypt,2018,BCG,Bacillus Calmette-Guérin (Tuberculosis),OFFICIAL,Official WHO/UNICEF estimate,18217470.0,14656844,80.5%
Countries,EGY,Egypt,2018,HEPB3,Hepatitis B 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,18673070.0,12675353,67.88
Countries,EGY,Egypt,2018,POL3,Polio 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,19139853.0,12948939,67.65
Countries,EGY,Egypt,2018,ROTA,Rotavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,18353333.0,13612943,74.17
Countries,EGY,Egypt,2018,IPV1,Inactivated Polio 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,18127119.0,13483610,74.38
Countries,EGY,Egypt,2018,HPV,Human Papillomavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,18554212.0,12706371,68.48
Countries,EGY,Egypt,2019,MCV1,Measles 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,18618334.0,14170890,76.11
Countries,EGY,Egypt,2019,MCV2,Measles 2nd Dose,ADMINISTRATIVE,Administrative reports from health facilities,18645006.0,11481081,61.58
Countries,EGY,Egypt,2019,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,19346474.0,14331990,74.08
Countries,EGY,Egypt,2019,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,19006771.0,11825560,62.22
Countries,EGY,Egypt,2019,BCG,Bacillus Calmette-Guérin (Tuberculosis),ADMINISTRATIVE,Administrative reports from health facilities,18382911.0,14510209,78.93
Countries,EGY,Egypt,2019,HEPB3,Hepatitis B 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,19130947.0,13686487,71.54
Countries,EGY,Egypt,2019,POL3,Polio 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,18350172.0,12953606,70.59
Countries,EGY,Egypt,2019,ROTA,Rotavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,17975156.0,13321433,74.11
Countries,EGY,Egypt,2019,IPV1,Inactivated Polio 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,19164666.0,13650722,71.23
Countries,EGY,Egypt,2019,HPV,Human Papillomavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,19043134.0,12081752,63.44
Countries,EGY,Egypt,2020,MCV1,Measles 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,,12915298,68.68
Countries,EGY,Egypt,2020,MCV2,Measles 2nd Dose,OFFICIAL,Official WHO/UNICEF estimate,19060920.0,10920367,57.29
Countries,EGY,Egypt,2020,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,18199000.0,13237485,72.74
Countries,EGY,Egypt,2020,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,,11893963,63.55
Countries,EGY,Egypt,2020,BCG,Bacillus Calmette-Guérin (Tuberculosis),OFFICIAL,Official WHO/UNICEF estimate,18786491.0,13656938,72.7
Countries,EGY,Egypt,2020,HEPB3,Hepatitis B 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,18856509.0,12528616,66.44
Countries,EGY,Egypt,2020,POL3,Polio 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,19157975.0,12145073,63.39
Countries,EGY,Egypt,2020,ROTA,Rotavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,18641079.0,11961018,64.16
Countries,EGY,Egypt,2020,IPV1,Inactivated Polio 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,18707603.0,11428983,61.09
Countries,EGY,Egypt,2020,HPV,Human Papillomavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,17891792.0,10041355,56.12
Countries,EGY,Egypt,2021,MCV1,Measles 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,18091689.0,11983810,66.24
Countries,EGY,Egypt,2021,MCV2,Measles 2nd Dose,ADMINISTRATIVE,Administrative reports from health facilities,19541750.0,11433917,58.51
Countries,EGY,Egypt,2021,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,19052743.0,13036920,68.43
Countries,EGY,Egypt,2021,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,19279857.0,11265190,58.43
Countries,EGY,Egypt,2021,BCG,Bacillus Calmette-Guérin (Tuberculosis),ADMINISTRATIVE,Administrative reports from health facilities,19804843.0,15004553,75.76
Countries,EGY,Egypt,2021,HEPB3,Hepatitis B 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,18789023.0,12806840,68.16
Countries,EGY,Egypt,2021,POL3,Polio 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,18902711.0,12347342,65.32
Countries,EGY,Egypt,2021,ROTA,Rotavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,19636671.0,12774472,65.05
Countries,EGY,Egypt,2021,IPV1,Inactivated Polio 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,18504237.0,12875816,69.58
Countries,EGY,Egypt,2021,HPV,Human Papillomavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,18702175.0,11404756,60.98
Countries,EGY,Egypt,2022,MCV1,Measles 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,19616225.0,16286310,83.02
Countries,EGY,Egypt,2022,MCV2,Measles 2nd Dose,OFFICIAL,Official WHO/UNICEF estimate,19038361.0,12525422,65.79
Countries,EGY,Egypt,2022,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,18996083.0,16288879,85.75
Countries,EGY,Egypt,2022,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,18910012.0,12067144,63.81
Countries,EGY,Egypt,2022,BCG,Bacillus Calmette-Guérin (Tuberculosis),OFFICIAL,Official WHO/UNICEF estimate,,15515882,80.31
Countries,EGY,Egypt,2022,HEPB3,Hepatitis B 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,19417357.0,15131863,77.93
Countries,EGY,Egypt,2022,POL3,Polio 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,19673501.0,15027712,76.4%
Countries,EGY,Egypt,2022,ROTA,Rotavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,18739927.0,13328767,71.12
Countries,EGY,Egypt,2022,IPV1,Inactivated Polio 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,19192169.0,14705188,76.62
Countries,EGY,Egypt,2022,HPV,Human Papillomavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,19223056.0,13445267,69.94
Countries,EGY,Egypt,2023,MCV1,Measles 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,19611656.0,15546311,79.27
Countries,EGY,Egypt,2023,MCV2,Measles 2nd Dose,ADMINISTRATIVE,Administrative reports from health facilities,19395101.0,13127472,67.7%
Countries,EGY,Egypt,2023,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,,17785732,89.76
Countries,EGY,Egypt,2023,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,19446522.0,13598932,69.93
Countries,EGY,Egypt,2023,BCG,Bacillus Calmette-Guérin (Tuberculosis),ADMINISTRATIVE,Administrative reports from health facilities,19303842.0,15731032,81.49
Countries,EGY,Egypt,2023,HEPB3,Hepatitis B 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,19240323.0,14649024,76.14
Countries,EGY,Egypt,2023,POL3,Polio 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,19390984.0,13813870,71.24
Countries,EGY,Egypt,2023,ROTA,Rotavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,19737142.0,15082791,76.42
Countries,EGY,Egypt,2023,IPV1,Inactivated Polio 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,19419800.0,14104972,72.63
Countries,EGY,Egypt,2023,HPV,Human Papillomavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,19578430.0,13551415,69.22
Countries,EGY,Egypt,2024,MCV1,Measles 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,19481939.0,17108101,87.82
Countries,EGY,Egypt,2024,MCV2,Measles 2nd Dose,OFFICIAL,Official WHO/UNICEF estimate,19613471.0,12780350,65.16
Countries,EGY,Egypt,2024,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,19440103.0,15819246,81.37
Countries,EGY,Egypt,2024,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,19681196.0,13054212,66.33
Countries,EGY,Egypt,2024,BCG,Bacillus Calmette-Guérin (Tuberculosis),OFFICIAL,Official WHO/UNICEF estimate,19827850.0,15836706,79.87
Countries,EGY,Egypt,2024,HEPB3,Hepatitis B 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,19711847.0,15484011,78.55
Countries,EGY,Egypt,2024,POL3,Polio 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,19665593.0,14300720,72.72
Countries,EGY,Egypt,2024,ROTA,Rotavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,19853543.0,15843712,79.8
Countries,EGY,Egypt,2024,IPV1,Inactivated Polio 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,19586529.0,15367503,78.46
Countries,EGY,Egypt,2024,HPV,Human Papillomavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,19992921.0,13618215,68.12
Countries,ZAF,South Africa,2010,MCV1,Measles 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,13060843.0,11007818,84.28
Countries,ZAF,South Africa,2010,MCV2,Measles 2nd Dose,OFFICIAL,Official WHO/UNICEF estimate,13292290.0,9489889,71.39
Countries,ZAF,South Africa,2010,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,13565806.0,12622076,93.04
Countries,ZAF,South Africa,2010,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,13153025.0,9308232,70.77
Countries,ZAF,South Africa,2010,BCG,Bacillus Calmette-Guérin (Tuberculosis),OFFICIAL,Official WHO/UNICEF estimate,12966589.0,11193524,86.33
Countries,ZAF,South Africa,2010,HEPB3,Hepatitis B 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,13104933.0,10112993,77.17
Countries,ZAF,South Africa,2010,POL3,Polio 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,13080160.0,9821071,75.08
Countries,ZAF,South Africa,2010,ROTA,Rotavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,13283383.0,10206083,76.83
Countries,ZAF,South Africa,2010,IPV1,Inactivated Polio 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,13210845.0,9454045,71.56
Countries,ZAF,South Africa,2010,HPV,Human Papillomavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,13444010.0,9485037,70.55
Countries,ZAF,South Africa,2011,MCV1,Measles 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,13516022.0,11003738,81.41
Countries,ZAF,South Africa,2011,MCV2,Measles 2nd Dose,ADMINISTRATIVE,Administrative reports from health facilities,13140477.0,9026603,68.69
Countries,ZAF,South Africa,2011,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,13280287.0,11044417,83.16
Countries,ZAF,South Africa,2011,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,13673838.0,9260162,67.7%
Countries,ZAF,South Africa,2011,BCG,Bacillus Calmette-Guérin (Tuberculosis),ADMINISTRATIVE,Administrative reports from health facilities,13596471.0,11523401,84.75
Countries,ZAF,South Africa,2011,HEPB3,Hepatitis B 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,13830183.0,11002030,79.55
Countries,ZAF,South Africa,2011,POL3,Polio 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,13267059.0,10964366,82.64
Countries,ZAF,South Africa,2011,ROTA,Rotavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,13457719.0,10333449,76.78
Countries,ZAF,South Africa,2011,IPV1,Inactivated Polio 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,13308218.0,10619594,79.8
Countries,ZAF,South Africa,2011,HPV,Human Papillomavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,13715809.0,10435492,76.08
Countries,ZAF,South Africa,2012,MCV1,Measles 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,13813470.0,11878153,85.99
Countries,ZAF,South Africa,2012,MCV2,Measles 2nd Dose,OFFICIAL,Official WHO/UNICEF estimate,13590179.0,9472912,69.7
Countries,ZAF,South Africa,2012,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,13401349.0,11435920,85.33
Countries,ZAF,South Africa,2012,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,13636059.0,9299165,68.2
Countries,ZAF,South Africa,2012,BCG,Bacillus Calmette-Guérin (Tuberculosis),OFFICIAL,Official WHO/UNICEF estimate,13665469.0,11203879,81.99
Countries,ZAF,South Africa,2012,HEPB3,Hepatitis B 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,,11147731,79.31
Countries,ZAF,South Africa,2012,POL3,Polio 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,13585896.0,11075412,81.52
Countries,ZAF,South Africa,2012,ROTA,Rotavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,13134047.0,10597846,80.69
Countries,ZAF,South Africa,2012,IPV1,Inactivated Polio 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,13415357.0,9851240,73.43
Countries,ZAF,South Africa,2012,HPV,Human Papillomavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,13760566.0,9941445,72.25
Countries,ZAF,South Africa,2013,MCV1,Measles 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,14705032.0,12465328,84.77
Countries,ZAF,South Africa,2013,MCV2,Measles 2nd Dose,ADMINISTRATIVE,Administrative reports from health facilities,13567677.0,9483086,69.89
Countries,ZAF,South Africa,2013,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,,11761594,86.33
Countries,ZAF,South Africa,2013,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,13730066.0,9481406,69.06
Countries,ZAF,South Africa,2013,BCG,Bacillus Calmette-Guérin (Tuberculosis),ADMINISTRATIVE,Administrative reports from health facilities,13763749.0,11950191,86.8%
Countries,ZAF,South Africa,2013,HEPB3,Hepatitis B 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,13673819.0,10173240,74.4
Countries,ZAF,South Africa,2013,POL3,Polio 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,13585827.0,9978846,73.45
Countries,ZAF,South Africa,2013,ROTA,Rotavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,13811081.0,11265783,81.57
Countries,ZAF,South Africa,2013,IPV1,Inactivated Polio 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,13497523.0,10710754,79.35
Countries,ZAF,South Africa,2013,HPV,Human Papillomavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,13173128.0,8996529,68.29
Countries,ZAF,South Africa,2014,MCV1,Measles 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,,11511900,87.37
Countries,ZAF,South Africa,2014,MCV2,Measles 2nd Dose,OFFICIAL,Official WHO/UNICEF estimate,13771051.0,8916089,64.75
Countries,ZAF,South Africa,2014,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,13278776.0,11108122,83.65
Countries,ZAF,South Africa,2014,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,13584501.0,9626589,70.86
Countries,ZAF,South Africa,2014,BCG,Bacillus Calmette-Guérin (Tuberculosis),OFFICIAL,Official WHO/UNICEF estimate,,11359083,83.01
Countries,ZAF,South Africa,2014,HEPB3,Hepatitis B 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,13534681.0,11047414,81.62
Countries,ZAF,South Africa,2014,POL3,Polio 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,13675014.0,10742411,78.56
Countries,ZAF,South Africa,2014,ROTA,Rotavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,13919920.0,11421437,82.05
Countries,ZAF,South Africa,2014,IPV1,Inactivated Polio 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,13060943.0,11491205,87.98
Countries,ZAF,South Africa,2014,HPV,Human Papillomavirus Last Dose,OFFICIAL,Official WHO/UNICEF estimate,13997824.0,10057605,71.85
Countries,ZAF,South Africa,2015,MCV1,Measles 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,14226489.0,13115723,92.19
Countries,ZAF,South Africa,2015,MCV2,Measles 2nd Dose,ADMINISTRATIVE,Administrative reports from health facilities,14319701.0,11297507,78.89
Countries,ZAF,South Africa,2015,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,14270302.0,12578462,88.14
Countries,ZAF,South Africa,2015,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,13851046.0,9706817,70.08
Countries,ZAF,South Africa,2015,BCG,Bacillus Calmette-Guérin (Tuberculosis),ADMINISTRATIVE,Administrative reports from health facilities,13757627.0,11986280,87.12
Countries,ZAF,South Africa,2015,HEPB3,Hepatitis B 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,14171210.0,11086220,78.23
Countries,ZAF,South Africa,2015,POL3,Polio 3rd Dose,ADMINISTRATIVE,Administrative reports from health facilities,13891082.0,11349771,81.71
Countries,ZAF,South Africa,2015,ROTA,Rotavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,14006762.0,10964338,78.28
Countries,ZAF,South Africa,2015,IPV1,Inactivated Polio 1st Dose,ADMINISTRATIVE,Administrative reports from health facilities,13980454.0,11995908,85.8
Countries,ZAF,South Africa,2015,HPV,Human Papillomavirus Last Dose,ADMINISTRATIVE,Administrative reports from health facilities,14198674.0,10051939,70.79
Countries,ZAF,South Africa,2016,MCV1,Measles 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,14191908.0,11689359,82.37
Countries,ZAF,South Africa,2016,MCV2,Measles 2nd Dose,OFFICIAL,Official WHO/UNICEF estimate,14394314.0,10298845,71.55
Countries,ZAF,South Africa,2016,DTP1,Diphtheria-Tetanus-Pertussis 1st Dose,OFFICIAL,Official WHO/UNICEF estimate,13855431.0,13235645,95.53
Countries,ZAF,South Africa,2016,DTP3,Diphtheria-Tetanus-Pertussis 3rd Dose,OFFICIAL,Official WHO/UNICEF estimate,14162318.0,10417473,73.56
