Group,Code,Name,Year,Disease,Disease_description,Denominator,Incidence_rate
Countries,DEU,Germany,2017,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",4.76
Countries,DEU,Germany,2017,DIPHTHERIA,Diphtheria,"Per 100,000 population",0.88
Countries,DEU,Germany,2017,TETANUS,Neonatal Tetanus,"Per 1,000 live births",0.1
Countries,DEU,Germany,2017,POLIO,Poliomyelitis,"Per 100,000 population",0.1
Countries,DEU,Germany,2017,HEPB,Hepatitis B,"Per 100,000 population",2.32
Countries,DEU,Germany,2017,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",3.87
Countries,DEU,Germany,2017,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",8.99
Countries,DEU,Germany,2017,INFLUENZA,Seasonal Influenza,"Per 100,000 population",9.63
Countries,DEU,Germany,2018,MEASLES,Measles,"Per 100,000 population",1.77
Countries,DEU,Germany,2018,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",1.07
Countries,DEU,Germany,2018,DIPHTHERIA,Diphtheria,"Per 100,000 population",1.28
Countries,DEU,Germany,2018,TETANUS,Neonatal Tetanus,"Per 1,000 live births",0.57
Countries,DEU,Germany,2018,POLIO,Poliomyelitis,"Per 100,000 population",2.24
Countries,DEU,Germany,2018,HEPB,Hepatitis B,"Per 100,000 population",1.54
Countries,DEU,Germany,2018,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",4.96
Countries,DEU,Germany,2018,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",7.71
Countries,DEU,Germany,2018,INFLUENZA,Seasonal Influenza,"Per 100,000 population",9.45
Countries,DEU,Germany,2019,MEASLES,Measles,"Per 100,000 population",1.84
Countries,DEU,Germany,2019,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",2.14
Countries,DEU,Germany,2019,DIPHTHERIA,Diphtheria,"Per 100,000 population",0.2
Countries,DEU,Germany,2019,TETANUS,Neonatal Tetanus,"Per 1,000 live births",0.1
Countries,DEU,Germany,2019,POLIO,Poliomyelitis,"Per 100,000 population",0.1
Countries,DEU,Germany,2019,HEPB,Hepatitis B,"Per 100,000 population",0.1
Countries,DEU,Germany,2019,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",5.35
Countries,DEU,Germany,2019,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",7.28
Countries,DEU,Germany,2019,INFLUENZA,Seasonal Influenza,"Per 100,000 population",7.46
Countries,DEU,Germany,2020,MEASLES,Measles,"Per 100,000 population",3.41
Countries,DEU,Germany,2020,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",3.18
Countries,DEU,Germany,2020,DIPHTHERIA,Diphtheria,"Per 100,000 population",1.11
Countries,DEU,Germany,2020,TETANUS,Neonatal Tetanus,"Per 1,000 live births",0.1
Countries,DEU,Germany,2020,POLIO,Poliomyelitis,"Per 100,000 population",0.1
Countries,DEU,Germany,2020,HEPB,Hepatitis B,"Per 100,000 population",1.47
Countries,DEU,Germany,2020,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",5.58
Countries,DEU,Germany,2020,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",8.34
Countries,DEU,Germany,2020,INFLUENZA,Seasonal Influenza,"Per 100,000 population",12.89
Countries,DEU,Germany,2021,MEASLES,Measles,"Per 100,000 population",1.53
Countries,DEU,Germany,2021,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",2.19
Countries,DEU,Germany,2021,DIPHTHERIA,Diphtheria,"Per 100,000 population",0.1
Countries,DEU,Germany,2021,TETANUS,Neonatal Tetanus,"Per 1,000 live births",0.81
Countries,DEU,Germany,2021,POLIO,Poliomyelitis,"Per 100,000 population",1.73
Countries,DEU,Germany,2021,HEPB,Hepatitis B,"Per 100,000 population",3.82
Countries,DEU,Germany,2021,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",5.74
Countries,DEU,Germany,2021,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",7.34
Countries,DEU,Germany,2021,INFLUENZA,Seasonal Influenza,"Per 100,000 population",11.85
Countries,DEU,Germany,2022,MEASLES,Measles,"Per 100,000 population",2.43
Countries,DEU,Germany,2022,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",0.4
Countries,DEU,Germany,2022,DIPHTHERIA,Diphtheria,"Per 100,000 population",0.1
Countries,DEU,Germany,2022,TETANUS,Neonatal Tetanus,"Per 1,000 live births",0.1
Countries,DEU,Germany,2022,POLIO,Poliomyelitis,"Per 100,000 population",0.1
Countries,DEU,Germany,2022,HEPB,Hepatitis B,"Per 100,000 population",2.4
Countries,DEU,Germany,2022,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",4.16
Countries,DEU,Germany,2022,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",4.41
Countries,DEU,Germany,2022,INFLUENZA,Seasonal Influenza,"Per 100,000 population",6.76
Countries,DEU,Germany,2023,MEASLES,Measles,"Per 100,000 population",2.34
Countries,DEU,Germany,2023,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",1.84
Countries,DEU,Germany,2023,DIPHTHERIA,Diphtheria,"Per 100,000 population",0.1
Countries,DEU,Germany,2023,TETANUS,Neonatal Tetanus,"Per 1,000 live births",0.63
Countries,DEU,Germany,2023,POLIO,Poliomyelitis,"Per 100,000 population",0.44
Countries,DEU,Germany,2023,HEPB,Hepatitis B,"Per 100,000 population",0.1
Countries,DEU,Germany,2023,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",3.42
Countries,DEU,Germany,2023,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",6.05
Countries,DEU,Germany,2023,INFLUENZA,Seasonal Influenza,"Per 100,000 population",9.23
Countries,DEU,Germany,2024,MEASLES,Measles,"Per 100,000 population",2.83
Countries,DEU,Germany,2024,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",0.1
Countries,DEU,Germany,2024,DIPHTHERIA,Diphtheria,"Per 100,000 population",0.7
Countries,DEU,Germany,2024,TETANUS,Neonatal Tetanus,"Per 1,000 live births",0.1
Countries,DEU,Germany,2024,POLIO,Poliomyelitis,"Per 100,000 population",0.57
Countries,DEU,Germany,2024,HEPB,Hepatitis B,"Per 100,000 population",0.98
Countries,DEU,Germany,2024,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",3.66
Countries,DEU,Germany,2024,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",7.36
Countries,DEU,Germany,2024,INFLUENZA,Seasonal Influenza,"Per 100,000 population",8.1
Countries,CHN,China,2010,MEASLES,Measles,"Per 100,000 population",26.55
Countries,CHN,China,2010,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",16.56
Countries,CHN,China,2010,DIPHTHERIA,Diphtheria,"Per 100,000 population",8.61
Countries,CHN,China,2010,TETANUS,Neonatal Tetanus,"Per 1,000 live births",0.1
Countries,CHN,China,2010,POLIO,Poliomyelitis,"Per 100,000 population",1.56
Countries,CHN,China,2010,HEPB,Hepatitis B,"Per 100,000 population",13.38
Countries,CHN,China,2010,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",47.83
Countries,CHN,China,2010,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",83.94
Countries,CHN,China,2010,INFLUENZA,Seasonal Influenza,"Per 100,000 population",98.7
Countries,CHN,China,2011,MEASLES,Measles,"Per 100,000 population",21.13
Countries,CHN,China,2011,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",26.94
Countries,CHN,China,2011,DIPHTHERIA,Diphtheria,"Per 100,000 population",5.57
Countries,CHN,China,2011,TETANUS,Neonatal Tetanus,"Per 1,000 live births",3.15
Countries,CHN,China,2011,POLIO,Poliomyelitis,"Per 100,000 population",4.57
Countries,CHN,China,2011,HEPB,Hepatitis B,"Per 100,000 population",23.2
Countries,CHN,China,2011,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",47.65
Countries,CHN,China,2011,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",74.82
Countries,CHN,China,2011,INFLUENZA,Seasonal Influenza,"Per 100,000 population",97.72
Countries,CHN,China,2012,MEASLES,Measles,"Per 100,000 population",19.78
Countries,CHN,China,2012,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",11.9
Countries,CHN,China,2012,DIPHTHERIA,Diphtheria,"Per 100,000 population",1.63
Countries,CHN,China,2012,TETANUS,Neonatal Tetanus,"Per 1,000 live births",7.43
Countries,CHN,China,2012,POLIO,Poliomyelitis,"Per 100,000 population",0.1
Countries,CHN,China,2012,HEPB,Hepatitis B,"Per 100,000 population",22.84
Countries,CHN,China,2012,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",39.55
Countries,CHN,China,2012,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",63.65
Countries,CHN,China,2012,INFLUENZA,Seasonal Influenza,"Per 100,000 population",96.05
Countries,CHN,China,2013,MEASLES,Measles,"Per 100,000 population",34.58
Countries,CHN,China,2013,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",14.45
Countries,CHN,China,2013,DIPHTHERIA,Diphtheria,"Per 100,000 population",0.1
Countries,CHN,China,2013,TETANUS,Neonatal Tetanus,"Per 1,000 live births",4.04
Countries,CHN,China,2013,POLIO,Poliomyelitis,"Per 100,000 population",0.89
Countries,CHN,China,2013,HEPB,Hepatitis B,"Per 100,000 population",22.51
Countries,CHN,China,2013,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",52.03
Countries,CHN,China,2013,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",78.77
Countries,CHN,China,2013,INFLUENZA,Seasonal Influenza,"Per 100,000 population",103.2
Countries,CHN,China,2014,MEASLES,Measles,"Per 100,000 population",28.05
Countries,CHN,China,2014,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",21.92
Countries,CHN,China,2014,DIPHTHERIA,Diphtheria,"Per 100,000 population",3.22
Countries,CHN,China,2014,TETANUS,Neonatal Tetanus,"Per 1,000 live births",5.49
Countries,CHN,China,2014,POLIO,Poliomyelitis,"Per 100,000 population",5.81
Countries,CHN,China,2014,HEPB,Hepatitis B,"Per 100,000 population",19.93
Countries,CHN,China,2014,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",57.2
Countries,CHN,China,2014,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",71.1
Countries,CHN,China,2014,INFLUENZA,Seasonal Influenza,"Per 100,000 population",82.38
Countries,CHN,China,2015,MEASLES,Measles,"Per 100,000 population",20.75
Countries,CHN,China,2015,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",13.85
Countries,CHN,China,2015,DIPHTHERIA,Diphtheria,"Per 100,000 population",1.39
Countries,CHN,China,2015,TETANUS,Neonatal Tetanus,"Per 1,000 live births",6.22
Countries,CHN,China,2015,POLIO,Poliomyelitis,"Per 100,000 population",10.18
Countries,CHN,China,2015,HEPB,Hepatitis B,"Per 100,000 population",15.78
Countries,CHN,China,2015,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",31.09
Countries,CHN,China,2015,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",63.91
Countries,CHN,China,2015,INFLUENZA,Seasonal Influenza,"Per 100,000 population",78.81
Countries,CHN,China,2016,MEASLES,Measles,"Per 100,000 population",21.64
Countries,CHN,China,2016,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",13.98
Countries,CHN,China,2016,DIPHTHERIA,Diphtheria,"Per 100,000 population",8.66
Countries,CHN,China,2016,TETANUS,Neonatal Tetanus,"Per 1,000 live births",2.75
Countries,CHN,China,2016,POLIO,Poliomyelitis,"Per 100,000 population",1.59
Countries,CHN,China,2016,HEPB,Hepatitis B,"Per 100,000 population",8.51
Countries,CHN,China,2016,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",35.79
Countries,CHN,China,2016,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",59.83
Countries,CHN,China,2016,INFLUENZA,Seasonal Influenza,"Per 100,000 population",75.9
Countries,CHN,China,2017,MEASLES,Measles,"Per 100,000 population",24.84
Countries,CHN,China,2017,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",7.93
Countries,CHN,China,2017,DIPHTHERIA,Diphtheria,"Per 100,000 population",0.1
Countries,CHN,China,2017,TETANUS,Neonatal Tetanus,"Per 1,000 live births",1.66
Countries,CHN,China,2017,POLIO,Poliomyelitis,"Per 100,000 population",1.57
Countries,CHN,China,2017,HEPB,Hepatitis B,"Per 100,000 population",13.94
Countries,CHN,China,2017,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",36.38
Countries,CHN,China,2017,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",64.56
Countries,CHN,China,2017,INFLUENZA,Seasonal Influenza,"Per 100,000 population",78.09
Countries,CHN,China,2018,MEASLES,Measles,"Per 100,000 population",10.79
Countries,CHN,China,2018,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",11.6
Countries,CHN,China,2018,DIPHTHERIA,Diphtheria,"Per 100,000 population",5.06
Countries,CHN,China,2018,TETANUS,Neonatal Tetanus,"Per 1,000 live births",5.19
Countries,CHN,China,2018,POLIO,Poliomyelitis,"Per 100,000 population",8.39
Countries,CHN,China,2018,HEPB,Hepatitis B,"Per 100,000 population",20.98
Countries,CHN,China,2018,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",36.7
Countries,CHN,China,2018,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",61.5
Countries,CHN,China,2018,INFLUENZA,Seasonal Influenza,"Per 100,000 population",72.31
Countries,CHN,China,2019,MEASLES,Measles,"Per 100,000 population",8.44
Countries,CHN,China,2019,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",6.59
Countries,CHN,China,2019,DIPHTHERIA,Diphtheria,"Per 100,000 population",0.1
Countries,CHN,China,2019,TETANUS,Neonatal Tetanus,"Per 1,000 live births",0.1
Countries,CHN,China,2019,POLIO,Poliomyelitis,"Per 100,000 population",2.56
Countries,CHN,China,2019,HEPB,Hepatitis B,"Per 100,000 population",12.18
Countries,CHN,China,2019,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",38.49
Countries,CHN,China,2019,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",51.49
Countries,CHN,China,2019,INFLUENZA,Seasonal Influenza,"Per 100,000 population",73.13
Countries,CHN,China,2020,MEASLES,Measles,"Per 100,000 population",24.7
Countries,CHN,China,2020,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",13.95
Countries,CHN,China,2020,DIPHTHERIA,Diphtheria,"Per 100,000 population",0.1
Countries,CHN,China,2020,TETANUS,Neonatal Tetanus,"Per 1,000 live births",0.1
Countries,CHN,China,2020,POLIO,Poliomyelitis,"Per 100,000 population",9.32
Countries,CHN,China,2020,HEPB,Hepatitis B,"Per 100,000 population",27.11
Countries,CHN,China,2020,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",45.56
Countries,CHN,China,2020,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",78.3
Countries,CHN,China,2020,INFLUENZA,Seasonal Influenza,"Per 100,000 population",99.01
Countries,CHN,China,2021,MEASLES,Measles,"Per 100,000 population",20.85
Countries,CHN,China,2021,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",21.2
Countries,CHN,China,2021,DIPHTHERIA,Diphtheria,"Per 100,000 population",4.71
Countries,CHN,China,2021,TETANUS,Neonatal Tetanus,"Per 1,000 live births",0.1
Countries,CHN,China,2021,POLIO,Poliomyelitis,"Per 100,000 population",0.1
Countries,CHN,China,2021,HEPB,Hepatitis B,"Per 100,000 population",8.45
Countries,CHN,China,2021,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",51.44
Countries,CHN,China,2021,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",71.91
Countries,CHN,China,2021,INFLUENZA,Seasonal Influenza,"Per 100,000 population",94.76
Countries,CHN,China,2022,MEASLES,Measles,"Per 100,000 population",15.51
Countries,CHN,China,2022,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",17.75
Countries,CHN,China,2022,DIPHTHERIA,Diphtheria,"Per 100,000 population",6.46
Countries,CHN,China,2022,TETANUS,Neonatal Tetanus,"Per 1,000 live births",0.1
Countries,CHN,China,2022,POLIO,Poliomyelitis,"Per 100,000 population",12.19
Countries,CHN,China,2022,HEPB,Hepatitis B,"Per 100,000 population",13.89
Countries,CHN,China,2022,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",22.94
Countries,CHN,China,2022,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",50.9
Countries,CHN,China,2022,INFLUENZA,Seasonal Influenza,"Per 100,000 population",67.39
Countries,CHN,China,2023,MEASLES,Measles,"Per 100,000 population",15.5
Countries,CHN,China,2023,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",9.39
Countries,CHN,China,2023,DIPHTHERIA,Diphtheria,"Per 100,000 population",10.84
Countries,CHN,China,2023,TETANUS,Neonatal Tetanus,"Per 1,000 live births",0.1
Countries,CHN,China,2023,POLIO,Poliomyelitis,"Per 100,000 population",0.1
Countries,CHN,China,2023,HEPB,Hepatitis B,"Per 100,000 population",20.22
Countries,CHN,China,2023,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",22.16
Countries,CHN,China,2023,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",45.72
Countries,CHN,China,2023,INFLUENZA,Seasonal Influenza,"Per 100,000 population",58.74
Countries,CHN,China,2024,MEASLES,Measles,"Per 100,000 population",23.23
Countries,CHN,China,2024,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",19.26
Countries,CHN,China,2024,DIPHTHERIA,Diphtheria,"Per 100,000 population",0.1
Countries,CHN,China,2024,TETANUS,Neonatal Tetanus,"Per 1,000 live births",7.92
Countries,CHN,China,2024,POLIO,Poliomyelitis,"Per 100,000 population",10.25
Countries,CHN,China,2024,HEPB,Hepatitis B,"Per 100,000 population",12.9
Countries,CHN,China,2024,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",34.53
Countries,CHN,China,2024,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",54.94
Countries,CHN,China,2024,INFLUENZA,Seasonal Influenza,"Per 100,000 population",62.74
Countries,KEN,Kenya,2010,MEASLES,Measles,"Per 100,000 population",69.65
Countries,KEN,Kenya,2010,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",54.24
Countries,KEN,Kenya,2010,DIPHTHERIA,Diphtheria,"Per 100,000 population",0.1
Countries,KEN,Kenya,2010,TETANUS,Neonatal Tetanus,"Per 1,000 live births",2.24
Countries,KEN,Kenya,2010,POLIO,Poliomyelitis,"Per 100,000 population",6.34
Countries,KEN,Kenya,2010,HEPB,Hepatitis B,"Per 100,000 population",63.03
Countries,KEN,Kenya,2010,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",121.26
Countries,KEN,Kenya,2010,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",208.3
Countries,KEN,Kenya,2010,INFLUENZA,Seasonal Influenza,"Per 100,000 population",263.8
Countries,KEN,Kenya,2011,MEASLES,Measles,"Per 100,000 population",67.76
Countries,KEN,Kenya,2011,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",50.88
Countries,KEN,Kenya,2011,DIPHTHERIA,Diphtheria,"Per 100,000 population",3.6
Countries,KEN,Kenya,2011,TETANUS,Neonatal Tetanus,"Per 1,000 live births",3.26
Countries,KEN,Kenya,2011,POLIO,Poliomyelitis,"Per 100,000 population",13.09
Countries,KEN,Kenya,2011,HEPB,Hepatitis B,"Per 100,000 population",49.34
Countries,KEN,Kenya,2011,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",124.78
Countries,KEN,Kenya,2011,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",200.28
Countries,KEN,Kenya,2011,INFLUENZA,Seasonal Influenza,"Per 100,000 population",272.81
Countries,KEN,Kenya,2012,MEASLES,Measles,"Per 100,000 population",75.86
Countries,KEN,Kenya,2012,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",41.17
Countries,KEN,Kenya,2012,DIPHTHERIA,Diphtheria,"Per 100,000 population",12.79
Countries,KEN,Kenya,2012,TETANUS,Neonatal Tetanus,"Per 1,000 live births",0.1
Countries,KEN,Kenya,2012,POLIO,Poliomyelitis,"Per 100,000 population",15.84
Countries,KEN,Kenya,2012,HEPB,Hepatitis B,"Per 100,000 population",48.47
Countries,KEN,Kenya,2012,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",109.69
Countries,KEN,Kenya,2012,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",208.26
Countries,KEN,Kenya,2012,INFLUENZA,Seasonal Influenza,"Per 100,000 population",257.92
Countries,KEN,Kenya,2013,MEASLES,Measles,"Per 100,000 population",65.29
Countries,KEN,Kenya,2013,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",45.39
Countries,KEN,Kenya,2013,DIPHTHERIA,Diphtheria,"Per 100,000 population",3.57
Countries,KEN,Kenya,2013,TETANUS,Neonatal Tetanus,"Per 1,000 live births",16.94
Countries,KEN,Kenya,2013,POLIO,Poliomyelitis,"Per 100,000 population",4.31
Countries,KEN,Kenya,2013,HEPB,Hepatitis B,"Per 100,000 population",42.39
Countries,KEN,Kenya,2013,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",101.26
Countries,KEN,Kenya,2013,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",196.14
Countries,KEN,Kenya,2013,INFLUENZA,Seasonal Influenza,"Per 100,000 population",243.27
Countries,KEN,Kenya,2014,MEASLES,Measles,"Per 100,000 population",56.13
Countries,KEN,Kenya,2014,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",41.03
Countries,KEN,Kenya,2014,DIPHTHERIA,Diphtheria,"Per 100,000 population",2.72
Countries,KEN,Kenya,2014,TETANUS,Neonatal Tetanus,"Per 1,000 live births",0.55
Countries,KEN,Kenya,2014,POLIO,Poliomyelitis,"Per 100,000 population",6.47
Countries,KEN,Kenya,2014,HEPB,Hepatitis B,"Per 100,000 population",45.33
Countries,KEN,Kenya,2014,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",122.69
Countries,KEN,Kenya,2014,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",206.39
Countries,KEN,Kenya,2014,INFLUENZA,Seasonal Influenza,"Per 100,000 population",237.02
Countries,KEN,Kenya,2015,MEASLES,Measles,"Per 100,000 population",49.16
Countries,KEN,Kenya,2015,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",41.48
Countries,KEN,Kenya,2015,DIPHTHERIA,Diphtheria,"Per 100,000 population",0.1
Countries,KEN,Kenya,2015,TETANUS,Neonatal Tetanus,"Per 1,000 live births",5.44
Countries,KEN,Kenya,2015,POLIO,Poliomyelitis,"Per 100,000 population",15.54
Countries,KEN,Kenya,2015,HEPB,Hepatitis B,"Per 100,000 population",47.24
Countries,KEN,Kenya,2015,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",102.36
Countries,KEN,Kenya,2015,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",160.88
Countries,KEN,Kenya,2015,INFLUENZA,Seasonal Influenza,"Per 100,000 population",210.39
Countries,KEN,Kenya,2016,MEASLES,Measles,"Per 100,000 population",56.62
Countries,KEN,Kenya,2016,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",49.21
Countries,KEN,Kenya,2016,DIPHTHERIA,Diphtheria,"Per 100,000 population",19.33
Countries,KEN,Kenya,2016,TETANUS,Neonatal Tetanus,"Per 1,000 live births",7.56
Countries,KEN,Kenya,2016,POLIO,Poliomyelitis,"Per 100,000 population",8.65
Countries,KEN,Kenya,2016,HEPB,Hepatitis B,"Per 100,000 population",55.62
Countries,KEN,Kenya,2016,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",130.1
Countries,KEN,Kenya,2016,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",190.93
Countries,KEN,Kenya,2016,INFLUENZA,Seasonal Influenza,"Per 100,000 population",247.17
Countries,KEN,Kenya,2017,MEASLES,Measles,"Per 100,000 population",64.47
Countries,KEN,Kenya,2017,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",31.07
Countries,KEN,Kenya,2017,DIPHTHERIA,Diphtheria,"Per 100,000 population",4.59
Countries,KEN,Kenya,2017,TETANUS,Neonatal Tetanus,"Per 1,000 live births",0.38
Countries,KEN,Kenya,2017,POLIO,Poliomyelitis,"Per 100,000 population",18.29
Countries,KEN,Kenya,2017,HEPB,Hepatitis B,"Per 100,000 population",49.82
Countries,KEN,Kenya,2017,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",103.67
Countries,KEN,Kenya,2017,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",170.18
Countries,KEN,Kenya,2017,INFLUENZA,Seasonal Influenza,"Per 100,000 population",212.16
Countries,KEN,Kenya,2018,MEASLES,Measles,"Per 100,000 population",60.61
Countries,KEN,Kenya,2018,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",36.33
Countries,KEN,Kenya,2018,DIPHTHERIA,Diphtheria,"Per 100,000 population",0.1
Countries,KEN,Kenya,2018,TETANUS,Neonatal Tetanus,"Per 1,000 live births",10.53
Countries,KEN,Kenya,2018,POLIO,Poliomyelitis,"Per 100,000 population",18.4
Countries,KEN,Kenya,2018,HEPB,Hepatitis B,"Per 100,000 population",42.12
Countries,KEN,Kenya,2018,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",95.28
Countries,KEN,Kenya,2018,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",171.32
Countries,KEN,Kenya,2018,INFLUENZA,Seasonal Influenza,"Per 100,000 population",234.65
Countries,KEN,Kenya,2019,MEASLES,Measles,"Per 100,000 population",49.18
Countries,KEN,Kenya,2019,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",29.21
Countries,KEN,Kenya,2019,DIPHTHERIA,Diphtheria,"Per 100,000 population",6.15
Countries,KEN,Kenya,2019,TETANUS,Neonatal Tetanus,"Per 1,000 live births",0.1
Countries,KEN,Kenya,2019,POLIO,Poliomyelitis,"Per 100,000 population",0.1
Countries,KEN,Kenya,2019,HEPB,Hepatitis B,"Per 100,000 population",48.27
Countries,KEN,Kenya,2019,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",83.88
Countries,KEN,Kenya,2019,ROTA_DIARRHEA,Rotavirus Diarrhea,"Per 100,000 population",133.9
Countries,KEN,Kenya,2019,INFLUENZA,Seasonal Influenza,"Per 100,000 population",169.37
Countries,KEN,Kenya,2020,MEASLES,Measles,"Per 100,000 population",59.06
Countries,KEN,Kenya,2020,PERTUSSIS,Pertussis (Whooping Cough),"Per 100,000 population",57.52
Countries,KEN,Kenya,2020,DIPHTHERIA,Diphtheria,"Per 100,000 population",0.97
Countries,KEN,Kenya,2020,TETANUS,Neonatal Tetanus,"Per 1,000 live births",9.69
Countries,KEN,Kenya,2020,POLIO,Poliomyelitis,"Per 100,000 population",15.8
Countries,KEN,Kenya,2020,HEPB,Hepatitis B,"Per 100,000 population",53.18
Countries,KEN,Kenya,2020,TUBERCULOSIS,Tuberculosis,"Per 100,000 population",115.82
