Group,Code,Name,Year,Disease,Disease_description,Cases
Countries,KEN,Kenya,2010,PERTUSSIS,Pertussis (Whooping Cough),5190
Countries,KEN,Kenya,2010,DIPHTHERIA,Diphtheria,11
Countries,KEN,Kenya,2010,TETANUS,Neonatal Tetanus,225
Countries,KEN,Kenya,2010,POLIO,Poliomyelitis,511
Countries,KEN,Kenya,2010,HEPB,Hepatitis B,4977
Countries,KEN,Kenya,2010,TUBERCULOSIS,Tuberculosis,11369
Countries,KEN,Kenya,2010,ROTA_DIARRHEA,Rotavirus Diarrhea,23437
Countries,KEN,Kenya,2010,INFLUENZA,Seasonal Influenza,31931
Countries,KEN,Kenya,2011,MEASLES,Measles,5159
Countries,KEN,Kenya,2011,PERTUSSIS,Pertussis (Whooping Cough),5372
Countries,KEN,Kenya,2011,DIPHTHERIA,Diphtheria,338
Countries,KEN,Kenya,2011,TETANUS,Neonatal Tetanus,310
Countries,KEN,Kenya,2011,POLIO,Poliomyelitis,1100
Countries,KEN,Kenya,2011,HEPB,Hepatitis B,4771
Countries,KEN,Kenya,2011,TUBERCULOSIS,Tuberculosis,10401
Countries,KEN,Kenya,2011,ROTA_DIARRHEA,Rotavirus Diarrhea,19229
Countries,KEN,Kenya,2011,INFLUENZA,Seasonal Influenza,31979
Countries,KEN,Kenya,2012,MEASLES,Measles,8304
Countries,KEN,Kenya,2012,PERTUSSIS,Pertussis (Whooping Cough),5298
Countries,KEN,Kenya,2012,DIPHTHERIA,Diphtheria,1379
Countries,KEN,Kenya,2012,TETANUS,Neonatal Tetanus,10
Countries,KEN,Kenya,2012,POLIO,Poliomyelitis,1715
Countries,KEN,Kenya,2012,HEPB,Hepatitis B,4282
Countries,KEN,Kenya,2012,TUBERCULOSIS,Tuberculosis,7536
Countries,KEN,Kenya,2012,ROTA_DIARRHEA,Rotavirus Diarrhea,23313
Countries,KEN,Kenya,2012,INFLUENZA,Seasonal Influenza,18846
Countries,KEN,Kenya,2013,MEASLES,Measles,7627
Countries,KEN,Kenya,2013,PERTUSSIS,Pertussis (Whooping Cough),5050
Countries,KEN,Kenya,2013,DIPHTHERIA,Diphtheria,311
Countries,KEN,Kenya,2013,TETANUS,Neonatal Tetanus,1583
Countries,KEN,Kenya,2013,POLIO,Poliomyelitis,430
Countries,KEN,Kenya,2013,HEPB,Hepatitis B,3652
Countries,KEN,Kenya,2013,TUBERCULOSIS,Tuberculosis,10946
Countries,KEN,Kenya,2013,ROTA_DIARRHEA,Rotavirus Diarrhea,21463
Countries,KEN,Kenya,2013,INFLUENZA,Seasonal Influenza,19061
Countries,KEN,Kenya,2014,MEASLES,Measles,4919
Countries,KEN,Kenya,2014,PERTUSSIS,Pertussis (Whooping Cough),4080
Countries,KEN,Kenya,2014,DIPHTHERIA,Diphtheria,318
Countries,KEN,Kenya,2014,TETANUS,Neonatal Tetanus,60
Countries,KEN,Kenya,2014,POLIO,Poliomyelitis,420
Countries,KEN,Kenya,2014,HEPB,Hepatitis B,4334
Countries,KEN,Kenya,2014,TUBERCULOSIS,Tuberculosis,13138
Countries,KEN,Kenya,2014,ROTA_DIARRHEA,Rotavirus Diarrhea,18162
Countries,KEN,Kenya,2014,INFLUENZA,Seasonal Influenza,20582
Countries,KEN,Kenya,2015,MEASLES,Measles,4365
Countries,KEN,Kenya,2015,PERTUSSIS,Pertussis (Whooping Cough),3956
Countries,KEN,Kenya,2015,DIPHTHERIA,Diphtheria,8
Countries,KEN,Kenya,2015,TETANUS,Neonatal Tetanus,597
Countries,KEN,Kenya,2015,POLIO,Poliomyelitis,1353
Countries,KEN,Kenya,2015,HEPB,Hepatitis B,3989
Countries,KEN,Kenya,2015,TUBERCULOSIS,Tuberculosis,9623
Countries,KEN,Kenya,2015,ROTA_DIARRHEA,Rotavirus Diarrhea,19656
Countries,KEN,Kenya,2015,INFLUENZA,Seasonal Influenza,22696
Countries,KEN,Kenya,2016,MEASLES,Measles,6162
Countries,KEN,Kenya,2016,PERTUSSIS,Pertussis (Whooping Cough),5132
Countries,KEN,Kenya,2016,DIPHTHERIA,Diphtheria,1658
Countries,KEN,Kenya,2016,TETANUS,Neonatal Tetanus,683
Countries,KEN,Kenya,2016,POLIO,Poliomyelitis,759
Countries,KEN,Kenya,2016,HEPB,Hepatitis B,6472
Countries,KEN,Kenya,2016,TUBERCULOSIS,Tuberculosis,13586
Countries,KEN,Kenya,2016,ROTA_DIARRHEA,Rotavirus Diarrhea,14317
Countries,KEN,Kenya,2016,INFLUENZA,Seasonal Influenza,30102
Countries,KEN,Kenya,2017,MEASLES,Measles,6125
Countries,KEN,Kenya,2017,PERTUSSIS,Pertussis (Whooping Cough),3411
Countries,KEN,Kenya,2017,DIPHTHERIA,Diphtheria,531
Countries,KEN,Kenya,2017,TETANUS,Neonatal Tetanus,23
Countries,KEN,Kenya,2017,POLIO,Poliomyelitis,1953
Countries,KEN,Kenya,2017,HEPB,Hepatitis B,4793
Countries,KEN,Kenya,2017,TUBERCULOSIS,Tuberculosis,6600
Countries,KEN,Kenya,2017,ROTA_DIARRHEA,Rotavirus Diarrhea,14126
Countries,KEN,Kenya,2017,INFLUENZA,Seasonal Influenza,19769
Countries,KEN,Kenya,2018,MEASLES,Measles,6829
Countries,KEN,Kenya,2018,PERTUSSIS,Pertussis (Whooping Cough),3536
Countries,KEN,Kenya,2018,DIPHTHERIA,Diphtheria,10
Countries,KEN,Kenya,2018,TETANUS,Neonatal Tetanus,996
Countries,KEN,Kenya,2018,POLIO,Poliomyelitis,2140
Countries,KEN,Kenya,2018,HEPB,Hepatitis B,4541
Countries,KEN,Kenya,2018,TUBERCULOSIS,Tuberculosis,9760
Countries,KEN,Kenya,2018,ROTA_DIARRHEA,Rotavirus Diarrhea,14194
Countries,KEN,Kenya,2018,INFLUENZA,Seasonal Influenza,23886
Countries,KEN,Kenya,2019,MEASLES,Measles,6970
Countries,KEN,Kenya,2019,PERTUSSIS,Pertussis (Whooping Cough),3269
Countries,KEN,Kenya,2019,DIPHTHERIA,Diphtheria,546
Countries,KEN,Kenya,2019,TETANUS,Neonatal Tetanus,12
Countries,KEN,Kenya,2019,POLIO,Poliomyelitis,8
Countries,KEN,Kenya,2019,HEPB,Hepatitis B,5344
Countries,KEN,Kenya,2019,TUBERCULOSIS,Tuberculosis,8329
Countries,KEN,Kenya,2019,ROTA_DIARRHEA,Rotavirus Diarrhea,13755
Countries,KEN,Kenya,2019,INFLUENZA,Seasonal Influenza,17492
Countries,KEN,Kenya,2020,MEASLES,Measles,5686
Countries,KEN,Kenya,2020,PERTUSSIS,Pertussis (Whooping Cough),5416
Countries,KEN,Kenya,2020,DIPHTHERIA,Diphtheria,77
Countries,KEN,Kenya,2020,TETANUS,Neonatal Tetanus,805
Countries,KEN,Kenya,2020,POLIO,Poliomyelitis,1659
Countries,KEN,Kenya,2020,HEPB,Hepatitis B,4773
Countries,KEN,Kenya,2020,TUBERCULOSIS,Tuberculosis,10001
Countries,KEN,Kenya,2020,ROTA_DIARRHEA,Rotavirus Diarrhea,28369
Countries,KEN,Kenya,2020,INFLUENZA,Seasonal Influenza,37143
Countries,KEN,Kenya,2021,MEASLES,Measles,7036
Countries,KEN,Kenya,2021,PERTUSSIS,Pertussis (Whooping Cough),5074
Countries,KEN,Kenya,2021,DIPHTHERIA,Diphtheria,879
Countries,KEN,Kenya,2021,TETANUS,Neonatal Tetanus,8
Countries,KEN,Kenya,2021,POLIO,Poliomyelitis,1943
Countries,KEN,Kenya,2021,HEPB,Hepatitis B,4564
Countries,KEN,Kenya,2021,TUBERCULOSIS,Tuberculosis,13337
Countries,KEN,Kenya,2021,ROTA_DIARRHEA,Rotavirus Diarrhea,12558
Countries,KEN,Kenya,2021,INFLUENZA,Seasonal Influenza,32342
Countries,KEN,Kenya,2022,MEASLES,Measles,5700
Countries,KEN,Kenya,2022,PERTUSSIS,Pertussis (Whooping Cough),1976
Countries,KEN,Kenya,2022,DIPHTHERIA,Diphtheria,195
Countries,KEN,Kenya,2022,TETANUS,Neonatal Tetanus,8
Countries,KEN,Kenya,2022,POLIO,Poliomyelitis,1424
Countries,KEN,Kenya,2022,HEPB,Hepatitis B,3399
Countries,KEN,Kenya,2022,TUBERCULOSIS,Tuberculosis,9664
Countries,KEN,Kenya,2022,ROTA_DIARRHEA,Rotavirus Diarrhea,19769
Countries,KEN,Kenya,2022,INFLUENZA,Seasonal Influenza,103615
Countries,KEN,Kenya,2023,MEASLES,Measles,5648
Countries,KEN,Kenya,2023,PERTUSSIS,Pertussis (Whooping Cough),3914
Countries,KEN,Kenya,2023,DIPHTHERIA,Diphtheria,262
Countries,KEN,Kenya,2023,TETANUS,Neonatal Tetanus,8
Countries,KEN,Kenya,2023,POLIO,Poliomyelitis,637
Countries,KEN,Kenya,2023,HEPB,Hepatitis B,3559
Countries,KEN,Kenya,2023,TUBERCULOSIS,Tuberculosis,8177
Countries,KEN,Kenya,2023,ROTA_DIARRHEA,Rotavirus Diarrhea,14805
Countries,KEN,Kenya,2023,INFLUENZA,Seasonal Influenza,16961
Countries,KEN,Kenya,2024,MEASLES,Measles,3832
Countries,KEN,Kenya,2024,PERTUSSIS,Pertussis (Whooping Cough),3534
Countries,KEN,Kenya,2024,DIPHTHERIA,Diphtheria,614
Countries,KEN,Kenya,2024,TETANUS,Neonatal Tetanus,8
Countries,KEN,Kenya,2024,POLIO,Poliomyelitis,799
Countries,KEN,Kenya,2024,HEPB,Hepatitis B,3829
Countries,KEN,Kenya,2024,TUBERCULOSIS,Tuberculosis,8252
Countries,KEN,Kenya,2024,ROTA_DIARRHEA,Rotavirus Diarrhea,12139
Countries,KEN,Kenya,2024,INFLUENZA,Seasonal Influenza,20113
Countries,IDN,Indonesia,2010,MEASLES,Measles,3861
Countries,IDN,Indonesia,2010,PERTUSSIS,Pertussis (Whooping Cough),2723
Countries,IDN,Indonesia,2010,DIPHTHERIA,Diphtheria,671
Countries,IDN,Indonesia,2010,TETANUS,Neonatal Tetanus,652
Countries,IDN,Indonesia,2010,POLIO,Poliomyelitis,414
Countries,IDN,Indonesia,2010,HEPB,Hepatitis B,2351
Countries,IDN,Indonesia,2010,TUBERCULOSIS,Tuberculosis,4513
Countries,IDN,Indonesia,2010,ROTA_DIARRHEA,Rotavirus Diarrhea,7201
Countries,IDN,Indonesia,2010,INFLUENZA,Seasonal Influenza,9952
Countries,IDN,Indonesia,2011,MEASLES,Measles,2376
Countries,IDN,Indonesia,2011,PERTUSSIS,Pertussis (Whooping Cough),2571
Countries,IDN,Indonesia,2011,DIPHTHERIA,Diphtheria,454
Countries,IDN,Indonesia,2011,TETANUS,Neonatal Tetanus,114
Countries,IDN,Indonesia,2011,POLIO,Poliomyelitis,537
Countries,IDN,Indonesia,2011,HEPB,Hepatitis B,2573
Countries,IDN,Indonesia,2011,TUBERCULOSIS,Tuberculosis,4428
Countries,IDN,Indonesia,2011,ROTA_DIARRHEA,Rotavirus Diarrhea,6747
Countries,IDN,Indonesia,2011,INFLUENZA,Seasonal Influenza,12637
Countries,IDN,Indonesia,2012,MEASLES,Measles,2481
Countries,IDN,Indonesia,2012,PERTUSSIS,Pertussis (Whooping Cough),1865
Countries,IDN,Indonesia,2012,DIPHTHERIA,Diphtheria,248
Countries,IDN,Indonesia,2012,TETANUS,Neonatal Tetanus,516
Countries,IDN,Indonesia,2012,POLIO,Poliomyelitis,1271
Countries,IDN,Indonesia,2012,HEPB,Hepatitis B,1959
Countries,IDN,Indonesia,2012,TUBERCULOSIS,Tuberculosis,4670
Countries,IDN,Indonesia,2012,ROTA_DIARRHEA,Rotavirus Diarrhea,5905
Countries,IDN,Indonesia,2012,INFLUENZA,Seasonal Influenza,10384
Countries,IDN,Indonesia,2013,MEASLES,Measles,2106
Countries,IDN,Indonesia,2013,PERTUSSIS,Pertussis (Whooping Cough),1867
Countries,IDN,Indonesia,2013,DIPHTHERIA,Diphtheria,70
Countries,IDN,Indonesia,2013,TETANUS,Neonatal Tetanus,539
Countries,IDN,Indonesia,2013,POLIO,Poliomyelitis,864
Countries,IDN,Indonesia,2013,HEPB,Hepatitis B,2522
Countries,IDN,Indonesia,2013,TUBERCULOSIS,Tuberculosis,5264
Countries,IDN,Indonesia,2013,ROTA_DIARRHEA,Rotavirus Diarrhea,5651
Countries,IDN,Indonesia,2013,INFLUENZA,Seasonal Influenza,8669
Countries,IDN,Indonesia,2014,MEASLES,Measles,2632
Countries,IDN,Indonesia,2014,PERTUSSIS,Pertussis (Whooping Cough),2853
Countries,IDN,Indonesia,2014,DIPHTHERIA,Diphtheria,562
Countries,IDN,Indonesia,2014,TETANUS,Neonatal Tetanus,1107
Countries,IDN,Indonesia,2014,POLIO,Poliomyelitis,584
Countries,IDN,Indonesia,2014,HEPB,Hepatitis B,1974
Countries,IDN,Indonesia,2014,TUBERCULOSIS,Tuberculosis,4228
Countries,IDN,Indonesia,2014,ROTA_DIARRHEA,Rotavirus Diarrhea,5745
Countries,IDN,Indonesia,2014,INFLUENZA,Seasonal Influenza,5941
Countries,IDN,Indonesia,2015,MEASLES,Measles,2314
Countries,IDN,Indonesia,2015,PERTUSSIS,Pertussis (Whooping Cough),1640
Countries,IDN,Indonesia,2015,DIPHTHERIA,Diphtheria,13
Countries,IDN,Indonesia,2015,TETANUS,Neonatal Tetanus,478
Countries,IDN,Indonesia,2015,POLIO,Poliomyelitis,324
Countries,IDN,Indonesia,2015,HEPB,Hepatitis B,2124
Countries,IDN,Indonesia,2015,TUBERCULOSIS,Tuberculosis,4525
Countries,IDN,Indonesia,2015,ROTA_DIARRHEA,Rotavirus Diarrhea,7066
Countries,IDN,Indonesia,2015,INFLUENZA,Seasonal Influenza,6938
Countries,IDN,Indonesia,2016,MEASLES,Measles,2126
Countries,IDN,Indonesia,2016,PERTUSSIS,Pertussis (Whooping Cough),1830
Countries,IDN,Indonesia,2016,DIPHTHERIA,Diphtheria,12
Countries,IDN,Indonesia,2016,TETANUS,Neonatal Tetanus,7
Countries,IDN,Indonesia,2016,POLIO,Poliomyelitis,222
Countries,IDN,Indonesia,2016,HEPB,Hepatitis B,1544
Countries,IDN,Indonesia,2016,TUBERCULOSIS,Tuberculosis,3788
Countries,IDN,Indonesia,2016,ROTA_DIARRHEA,Rotavirus Diarrhea,6507
Countries,IDN,Indonesia,2016,INFLUENZA,Seasonal Influenza,8510
Countries,IDN,Indonesia,2017,MEASLES,Measles,2247
Countries,IDN,Indonesia,2017,PERTUSSIS,Pertussis (Whooping Cough),1375
Countries,IDN,Indonesia,2017,DIPHTHERIA,Diphtheria,335
Countries,IDN,Indonesia,2017,TETANUS,Neonatal Tetanus,69
Countries,IDN,Indonesia,2017,POLIO,Poliomyelitis,844
Countries,IDN,Indonesia,2017,HEPB,Hepatitis B,1741
Countries,IDN,Indonesia,2017,TUBERCULOSIS,Tuberculosis,2855
Countries,IDN,Indonesia,2017,ROTA_DIARRHEA,Rotavirus Diarrhea,6047
Countries,IDN,Indonesia,2017,INFLUENZA,Seasonal Influenza,7776
Countries,IDN,Indonesia,2018,MEASLES,Measles,1978
Countries,IDN,Indonesia,2018,PERTUSSIS,Pertussis (Whooping Cough),906
Countries,IDN,Indonesia,2018,DIPHTHERIA,Diphtheria,807
Countries,IDN,Indonesia,2018,TETANUS,Neonatal Tetanus,486
Countries,IDN,Indonesia,2018,POLIO,Poliomyelitis,10
Countries,IDN,Indonesia,2018,HEPB,Hepatitis B,1883
Countries,IDN,Indonesia,2018,TUBERCULOSIS,Tuberculosis,3789
Countries,IDN,Indonesia,2018,ROTA_DIARRHEA,Rotavirus Diarrhea,4944
Countries,IDN,Indonesia,2018,INFLUENZA,Seasonal Influenza,7520
Countries,IDN,Indonesia,2019,MEASLES,Measles,3379
Countries,IDN,Indonesia,2019,PERTUSSIS,Pertussis (Whooping Cough),1169
Countries,IDN,Indonesia,2019,DIPHTHERIA,Diphtheria,518
Countries,IDN,Indonesia,2019,TETANUS,Neonatal Tetanus,8
Countries,IDN,Indonesia,2019,POLIO,Poliomyelitis,228
Countries,IDN,Indonesia,2019,HEPB,Hepatitis B,880
Countries,IDN,Indonesia,2019,TUBERCULOSIS,Tuberculosis,5277
Countries,IDN,Indonesia,2019,ROTA_DIARRHEA,Rotavirus Diarrhea,5783
Countries,IDN,Indonesia,2019,INFLUENZA,Seasonal Influenza,8282
Countries,IDN,Indonesia,2020,MEASLES,Measles,4451
Countries,IDN,Indonesia,2020,PERTUSSIS,Pertussis (Whooping Cough),3181
Countries,IDN,Indonesia,2020,DIPHTHERIA,Diphtheria,26
Countries,IDN,Indonesia,2020,TETANUS,Neonatal Tetanus,8
Countries,IDN,Indonesia,2020,POLIO,Poliomyelitis,676
Countries,IDN,Indonesia,2020,HEPB,Hepatitis B,3738
Countries,IDN,Indonesia,2020,TUBERCULOSIS,Tuberculosis,4795
Countries,IDN,Indonesia,2020,ROTA_DIARRHEA,Rotavirus Diarrhea,7645
Countries,IDN,Indonesia,2020,INFLUENZA,Seasonal Influenza,15024
Countries,IDN,Indonesia,2021,MEASLES,Measles,2558
Countries,IDN,Indonesia,2021,PERTUSSIS,Pertussis (Whooping Cough),797
Countries,IDN,Indonesia,2021,DIPHTHERIA,Diphtheria,79
Countries,IDN,Indonesia,2021,TETANUS,Neonatal Tetanus,8
Countries,IDN,Indonesia,2021,POLIO,Poliomyelitis,193
Countries,IDN,Indonesia,2021,HEPB,Hepatitis B,2268
Countries,IDN,Indonesia,2021,TUBERCULOSIS,Tuberculosis,5312
Countries,IDN,Indonesia,2021,ROTA_DIARRHEA,Rotavirus Diarrhea,5457
Countries,IDN,Indonesia,2021,INFLUENZA,Seasonal Influenza,6634
Countries,IDN,Indonesia,2022,MEASLES,Measles,2815
Countries,IDN,Indonesia,2022,PERTUSSIS,Pertussis (Whooping Cough),195
Countries,IDN,Indonesia,2022,DIPHTHERIA,Diphtheria,12
Countries,IDN,Indonesia,2022,TETANUS,Neonatal Tetanus,11
Countries,IDN,Indonesia,2022,POLIO,Poliomyelitis,388
Countries,IDN,Indonesia,2022,HEPB,Hepatitis B,1457
Countries,IDN,Indonesia,2022,TUBERCULOSIS,Tuberculosis,3319
Countries,IDN,Indonesia,2022,ROTA_DIARRHEA,Rotavirus Diarrhea,3321
Countries,IDN,Indonesia,2022,INFLUENZA,Seasonal Influenza,5289
Countries,IDN,Indonesia,2023,MEASLES,Measles,2452
Countries,IDN,Indonesia,2023,PERTUSSIS,Pertussis (Whooping Cough),759
Countries,IDN,Indonesia,2023,DIPHTHERIA,Diphtheria,639
Countries,IDN,Indonesia,2023,TETANUS,Neonatal Tetanus,1098
Countries,IDN,Indonesia,2023,POLIO,Poliomyelitis,10
Countries,IDN,Indonesia,2023,HEPB,Hepatitis B,1889
Countries,IDN,Indonesia,2023,TUBERCULOSIS,Tuberculosis,2570
Countries,IDN,Indonesia,2023,ROTA_DIARRHEA,Rotavirus Diarrhea,5628
Countries,IDN,Indonesia,2023,INFLUENZA,Seasonal Influenza,5255
Countries,IDN,Indonesia,2024,MEASLES,Measles,1591
Countries,IDN,Indonesia,2024,PERTUSSIS,Pertussis (Whooping Cough),1027
Countries,IDN,Indonesia,2024,DIPHTHERIA,Diphtheria,7
Countries,IDN,Indonesia,2024,TETANUS,Neonatal Tetanus,1002
Countries,IDN,Indonesia,2024,POLIO,Poliomyelitis,7
Countries,IDN,Indonesia,2024,HEPB,Hepatitis B,474
Countries,IDN,Indonesia,2024,TUBERCULOSIS,Tuberculosis,2331
Countries,IDN,Indonesia,2024,ROTA_DIARRHEA,Rotavirus Diarrhea,6350
Countries,IDN,Indonesia,2024,INFLUENZA,Seasonal Influenza,3955
Countries,EGY,Egypt,2010,MEASLES,Measles,6604
Countries,EGY,Egypt,2010,PERTUSSIS,Pertussis (Whooping Cough),5874
Countries,EGY,Egypt,2010,DIPHTHERIA,Diphtheria,251
Countries,EGY,Egypt,2010,TETANUS,Neonatal Tetanus,13
Countries,EGY,Egypt,2010,POLIO,Poliomyelitis,1600
Countries,EGY,Egypt,2010,HEPB,Hepatitis B,4986
Countries,EGY,Egypt,2010,TUBERCULOSIS,Tuberculosis,14600
Countries,EGY,Egypt,2010,ROTA_DIARRHEA,Rotavirus Diarrhea,25474
Countries,EGY,Egypt,2010,INFLUENZA,Seasonal Influenza,37583
Countries,EGY,Egypt,2011,MEASLES,Measles,5873
Countries,EGY,Egypt,2011,PERTUSSIS,Pertussis (Whooping Cough),6940
Countries,EGY,Egypt,2011,DIPHTHERIA,Diphtheria,739
Countries,EGY,Egypt,2011,TETANUS,Neonatal Tetanus,631
Countries,EGY,Egypt,2011,POLIO,Poliomyelitis,1804
Countries,EGY,Egypt,2011,HEPB,Hepatitis B,5053
Countries,EGY,Egypt,2011,TUBERCULOSIS,Tuberculosis,13872
Countries,EGY,Egypt,2011,ROTA_DIARRHEA,Rotavirus Diarrhea,24776
Countries,EGY,Egypt,2011,INFLUENZA,Seasonal Influenza,21970
Countries,EGY,Egypt,2012,MEASLES,Measles,6140
Countries,EGY,Egypt,2012,PERTUSSIS,Pertussis (Whooping Cough),5847
Countries,EGY,Egypt,2012,DIPHTHERIA,Diphtheria,805
Countries,EGY,Egypt,2012,TETANUS,Neonatal Tetanus,11
Countries,EGY,Egypt,2012,POLIO,Poliomyelitis,1167
Countries,EGY,Egypt,2012,HEPB,Hepatitis B,4477
Countries,EGY,Egypt,2012,TUBERCULOSIS,Tuberculosis,14464
Countries,EGY,Egypt,2012,ROTA_DIARRHEA,Rotavirus Diarrhea,20912
Countries,EGY,Egypt,2012,INFLUENZA,Seasonal Influenza,18897
Countries,EGY,Egypt,2013,MEASLES,Measles,6757
Countries,EGY,Egypt,2013,PERTUSSIS,Pertussis (Whooping Cough),5450
Countries,EGY,Egypt,2013,DIPHTHERIA,Diphtheria,961
Countries,EGY,Egypt,2013,TETANUS,Neonatal Tetanus,1164
Countries,EGY,Egypt,2013,POLIO,Poliomyelitis,1848
Countries,EGY,Egypt,2013,HEPB,Hepatitis B,5088
Countries,EGY,Egypt,2013,TUBERCULOSIS,Tuberculosis,13816
Countries,EGY,Egypt,2013,ROTA_DIARRHEA,Rotavirus Diarrhea,12020
Countries,EGY,Egypt,2013,INFLUENZA,Seasonal Influenza,26478
Countries,EGY,Egypt,2014,MEASLES,Measles,5119
Countries,EGY,Egypt,2014,PERTUSSIS,Pertussis (Whooping Cough),4170
Countries,EGY,Egypt,2014,DIPHTHERIA,Diphtheria,755
Countries,EGY,Egypt,2014,TETANUS,Neonatal Tetanus,10
Countries,EGY,Egypt,2014,POLIO,Poliomyelitis,1503
Countries,EGY,Egypt,2014,HEPB,Hepatitis B,4918
Countries,EGY,Egypt,2014,TUBERCULOSIS,Tuberculosis,11107
Countries,EGY,Egypt,2014,ROTA_DIARRHEA,Rotavirus Diarrhea,16242
Countries,EGY,Egypt,2014,INFLUENZA,Seasonal Influenza,26944
Countries,EGY,Egypt,2015,MEASLES,Measles,5603
Countries,EGY,Egypt,2015,PERTUSSIS,Pertussis (Whooping Cough),3360
Countries,EGY,Egypt,2015,DIPHTHERIA,Diphtheria,462
Countries,EGY,Egypt,2015,TETANUS,Neonatal Tetanus,1169
Countries,EGY,Egypt,2015,POLIO,Poliomyelitis,999
Countries,EGY,Egypt,2015,HEPB,Hepatitis B,6241
Countries,EGY,Egypt,2015,TUBERCULOSIS,Tuberculosis,8034
Countries,EGY,Egypt,2015,ROTA_DIARRHEA,Rotavirus Diarrhea,19987
Countries,EGY,Egypt,2015,INFLUENZA,Seasonal Influenza,34223
Countries,EGY,Egypt,2016,MEASLES,Measles,7152
Countries,EGY,Egypt,2016,PERTUSSIS,Pertussis (Whooping Cough),5004
Countries,EGY,Egypt,2016,DIPHTHERIA,Diphtheria,10
Countries,EGY,Egypt,2016,TETANUS,Neonatal Tetanus,9
Countries,EGY,Egypt,2016,POLIO,Poliomyelitis,1796
Countries,EGY,Egypt,2016,HEPB,Hepatitis B,4564
Countries,EGY,Egypt,2016,TUBERCULOSIS,Tuberculosis,10968
Countries,EGY,Egypt,2016,ROTA_DIARRHEA,Rotavirus Diarrhea,16447
Countries,EGY,Egypt,2016,INFLUENZA,Seasonal Influenza,27062
Countries,EGY,Egypt,2017,MEASLES,Measles,5366
Countries,EGY,Egypt,2017,PERTUSSIS,Pertussis (Whooping Cough),5113
Countries,EGY,Egypt,2017,DIPHTHERIA,Diphtheria,11
Countries,EGY,Egypt,2017,TETANUS,Neonatal Tetanus,1804
Countries,EGY,Egypt,2017,POLIO,Poliomyelitis,1600
Countries,EGY,Egypt,2017,HEPB,Hepatitis B,4450
Countries,EGY,Egypt,2017,TUBERCULOSIS,Tuberculosis,10333
Countries,EGY,Egypt,2017,ROTA_DIARRHEA,Rotavirus Diarrhea,12805
Countries,EGY,Egypt,2017,INFLUENZA,Seasonal Influenza,19764
Countries,EGY,Egypt,2018,MEASLES,Measles,5795
Countries,EGY,Egypt,2018,PERTUSSIS,Pertussis (Whooping Cough),3493
Countries,EGY,Egypt,2018,DIPHTHERIA,Diphtheria,1796
Countries,EGY,Egypt,2018,TETANUS,Neonatal Tetanus,769
Countries,EGY,Egypt,2018,POLIO,Poliomyelitis,1034
Countries,EGY,Egypt,2018,HEPB,Hepatitis B,5080
Countries,EGY,Egypt,2018,TUBERCULOSIS,Tuberculosis,8162
Countries,EGY,Egypt,2018,ROTA_DIARRHEA,Rotavirus Diarrhea,17272
Countries,EGY,Egypt,2018,INFLUENZA,Seasonal Influenza,20833
Countries,EGY,Egypt,2019,MEASLES,Measles,6161
Countries,EGY,Egypt,2019,PERTUSSIS,Pertussis (Whooping Cough),2573
Countries,EGY,Egypt,2019,DIPHTHERIA,Diphtheria,583
Countries,EGY,Egypt,2019,TETANUS,Neonatal Tetanus,11
Countries,EGY,Egypt,2019,POLIO,Poliomyelitis,170
Countries,EGY,Egypt,2019,HEPB,Hepatitis B,4805
Countries,EGY,Egypt,2019,TUBERCULOSIS,Tuberculosis,8195
Countries,EGY,Egypt,2019,ROTA_DIARRHEA,Rotavirus Diarrhea,17541
Countries,EGY,Egypt,2019,INFLUENZA,Seasonal Influenza,25581
Countries,EGY,Egypt,2020,MEASLES,Measles,9695
Countries,EGY,Egypt,2020,PERTUSSIS,Pertussis (Whooping Cough),6734
Countries,EGY,Egypt,2020,DIPHTHERIA,Diphtheria,304
Countries,EGY,Egypt,2020,TETANUS,Neonatal Tetanus,1374
Countries,EGY,Egypt,2020,POLIO,Poliomyelitis,369
Countries,EGY,Egypt,2020,HEPB,Hepatitis B,6653
Countries,EGY,Egypt,2020,TUBERCULOSIS,Tuberculosis,14807
Countries,EGY,Egypt,2020,ROTA_DIARRHEA,Rotavirus Diarrhea,17857
Countries,EGY,Egypt,2020,INFLUENZA,Seasonal Influenza,23739
Countries,EGY,Egypt,2021,MEASLES,Measles,6355
Countries,EGY,Egypt,2021,PERTUSSIS,Pertussis (Whooping Cough),4567
Countries,EGY,Egypt,2021,DIPHTHERIA,Diphtheria,2638
Countries,EGY,Egypt,2021,TETANUS,Neonatal Tetanus,8
Countries,EGY,Egypt,2021,POLIO,Poliomyelitis,716
Countries,EGY,Egypt,2021,HEPB,Hepatitis B,6411
Countries,EGY,Egypt,2021,TUBERCULOSIS,Tuberculosis,14120
Countries,EGY,Egypt,2021,ROTA_DIARRHEA,Rotavirus Diarrhea,18370
Countries,EGY,Egypt,2021,INFLUENZA,Seasonal Influenza,31834
Countries,EGY,Egypt,2022,MEASLES,Measles,4576
Countries,EGY,Egypt,2022,PERTUSSIS,Pertussis (Whooping Cough),1201
Countries,EGY,Egypt,2022,DIPHTHERIA,Diphtheria,1154
Countries,EGY,Egypt,2022,TETANUS,Neonatal Tetanus,898
Countries,EGY,Egypt,2022,POLIO,Poliomyelitis,477
